input,label
"I think this proves we no longer need anymore immigration from Mexico, we have succeeded in surpassing them at their own cuisine. Which I was led to believe is the only thing that #DiversityIsOurStrength actually means. #DeportThemAll #BuildTheWall ",1
"You make it sound like we came down there and kidnapped him. They sent him there! On purpose! Alone! Hes coming back at tax payers expense. For the love of God, #DeportThemAll #MAGA #KAG #tcot #ccot ",1
#GetThemOut it's an attempt at an #IslamicCaliphate. #SendThemBack as they are #ForeignInvaders seeking #CulturalReplacement.Ask your MPs why they support #Islam when #IslamIsIncompatible with #WesternValues. Just ask #TommyRobinson and @user about #MuslimRapeGangs ,1
Tell that hoe I dont want you bitch I'm done ,1
This crap won't stop until we #BuildTheWall #DeportThemAll #NoAmnesty #NoDaca #NoMore ,1
Dr. Vliet on #FOXNews 7/12/2014 @user Nothing has changed! #Illegals bring #USA diseases!#BuildThatWall ASAP.@DrLee4America ,1
"The shit Ima miss from home...""fuck it just rape the bitch."" ",1
I should've fucking cursed this bitch out back when it wasn't my job to be polite lmaoooo consider yourself lucky you miserable hoe. ,1
why is this bitch ass whore sayign she wot give me my money cause i kept talking shit about her. ,1
@user @user dumb fag ass prick cunt bitch ,1
You broke ass bitch act like a nigga want y'all dusty inside out ass pussc you hoes need to die and come back to life and restart. ,1
"""A Sicilian police commissioner was attacked in his own home by a Gambian, who was granted asylum due to him being """"underage."""" I thought these poor child refugees fleeing the horrors of war were unable to commit crimes!#DeportThemAll"" ",1
Yall Trash Buckets really never warned a bitch in the TL about Haitians But EYE SEE YOU HOES ,1
Tell that bitch to pay me if she EVER tryna rape me ,1
"Y'all: ""Treat me loke a nutrag when we fuck"" blah blah BITCH IF I Wanted A FUCKING NUTRAG I'LL USE MY LEFT HAND WHORE! Be ACTIVE! ",1
Bitch nobody really cared about u in 2010 tbh. You was just some regular hoe in videos. Cardi making music sis 👀 ,1
This hoe ain't have no money so why would I spend my money on you when you not my bitch ,1
The Tragic Transformation Of Sweden #kalergiplan #kalergi #pianokalergi #sweden #immigrazione #immigration #stopimmigration #rapeculture #nogozones #shraria #Stopislamisation #StopIslam #saveeurope #defendeurope #europe #WhiteGenocide #closetheborders ,1
No sympathy if you cant come here legally you're not welcome. #DeportThemAll ,1
@user Shut up rapefugee go back to Africa ,1
@user You left out the 35million illegals that want to be American otherwise y would they invade our country#BuildThatWall ,1
I Hate #IllegalAliens And what they do to this country ,1
Do these look like Women & Children? Where are they going? Do you want to meet them? Retweet if you are NOT alright with this!#obamaspeaks #BuildThatWall #WalkAwayFromDemocrats ,1
@user @user @user @user @user Dirty ass feet go take a bath bitch maybe youll ha… ,1
@user Rape a pregnant bitch n tell my friends I had a 3sum ,1
I want them ALL DEPORTED !! I WANT MY vote to COUNT again !!! #DeportthemALL #NoDaca #NoAmnesty #BuildTheDamnWall #UsetheArmyCoreOfEngineers ,1
@user choke bitch ,1
"Illegal Alien Repeatedly Raped Two Girls, Ages 8 and 10 less than #DeathPenalty will not be justice served!#BuildTheWallNow #DeportThemALL #BanSanctuaryCities#KeepChildrenSafe#KeepAmericaSafe ",1
Bitch ima zoe i dont do pledge of Allegiance fuck you lil hoe lock the door if you leaving 🙃 ,1
"Bitch mad idgaf you not even my type hoe 😂😂 find you something safe to do,  #bossuplilbitch take care of yo kids @user ",1
"you're a hoe. stop trying to put another female down just because you wanna look ""funny"" for twitter. nooo you're a petty bitch. ",1
@user #BuildTheDamnWall #BuildThatDamnWall #BuildThatWall #BuildTheWall4MollieTibbetts #BuildTheWallNow Need I say more? Solves ALL the problems!! ,1
Bitch you better bite that tongue before I rip it off hoe😂 ,1
"@user Illegals Dump their Kids at the border like Road Kill and Refuse to Unite! They Hope they get Amnesty, Free Education and Welfare Illegal #FamilesBelongTogether in their Country not on the Taxpayer Dime Its a SCAM #NoDACA #NoAmnesty #SendThemBack ",1
@user bitch you switched up on me fake ass hoe . ,1
Every #illegal deported is an incremental pay raise for citizen workers! #DeportThemAll #ArrestEmployers #MAGA ,1
this bitch @user is a hoe. u wanna fuck my best friends boy multiple times when you know they're dating cause youre a crusty ass bitch ,1
Hey @user when you went down to the border did you see the children that were separated from their HUMAN TRAFFICKERS? Of course you did but youre not honest enough to admit it. Because #DemocratsAreSociopaths #StopTheInvasion#DeportThemAll#NoAmnesty#BuildTheWall ,1
@user @user SHE DOESNT DATE HIM ANYMORE HOP OFF HER DICK YOU FLOP ASS BITCH! ,1
I'm tired of these hoes  saying us niggas ain't nah bitch you ain't shit either tf ,1
@user @user @user *syrian rapefugee ,1
@user bitch in bout tired of you bitch ass hoe fuck u..peace bitch ,1
@user don't call me a bitch you whore😭 ,1
#IllegalAliens no matter how you feel about immigration the fact is that illegal immigrant in Iowa murdered and American citizen! she is not the first it's sad but true! how many more? Who's next? I pray no one! now he gets free food and health care in prison! WE HAVE 2 STOP THIS ,1
We need a Deterring Border!!#BuildTheWall #DeportThemAll #FoxNews #MAGA #AmericaFirst@realDonaldTrump @user @user @user @user @user @user @user @user @user @user @user @user @user @user ,1
@user yes cunty bc u are THAT bitch ,1
3 more @user dreamers in the news.#nosanctuarybrewster #MAGA#NoDACA#BuildTheWall ,1
#Dont Believe #Democrats and @user Lies Illegal Aliens work the Same #Jobs that Americans Work taking Jobs From Citizens and lowering Citizen Wages #WalkAway #VoteDemsOut #BlackTwitter #Jobs #Trump #MAGA #SendThemHome #NoAmnesty #Immigration ,1
5 years in prison? No wonder illegals come here and do whatever the hell they want. Nothing more than a slap on the wrist. Disgusting. #BuildTheWall #DeportThemAll ,1
@user @user @user @user @user @user Build Wall/EndDACA/End Sanctuary Cities/End Chain Migration/Pass Raise Act/Enact E-Verify/Enforce Travel Ban/Require Photo ID To Vote/Stop Diversity Lottery Immigration/Require Photo ID To Vote/End Diversity Lottery ,1
"You a hoe — Bitch, this ain't a question or a confession  ",1
What a cunty little bitch. #Jeremykyle   She should have her benefits stopped for not putting him on BC. That would stop that shit. ,1
Now it makes sense why they cast that dumb Bitch Lena Dunham. Her cunt ass looks like she would join a cult ,1
Whoever did this deserves an OBE. #RefugeesNotWelcome ,1
@user She's just another Palinesque media whore trying so hard to stay relevant. Stop giving this bitch attention. ,1
We don't cuff hoes  if you fuck my bitch thanks cuz you can keep her #FreeJigga man I miss my nigga ,1
#DREAMER Stomps 83 yr old man to death in TXSSilvano Echavarria stomped the victims head 74 times and punched him 25 times before leaving his body in a parking lotHis rap sheetincludesother crimes.#MSMSilence#BuildThatWall ,1
"she told me, you creeping with that hoe🤔 she just another bitch but if she fuck me she could make me leave that other bitch.. 😂😂😂 ",1
"bitch you & y'all weak ass body oil selection can suck my clit backwards, hoe. ",1
"@user The Disgrace is the Illegal Parent who brought their kids on their cirme spree to illegally invade the U.S so Taxpayers pay for their kids education WIC, and Medicaid! We Dont owe Illegals our tax dollars #SendThemBack #WalkAway #Trump #MAGA #RedNationRising ",1
@user lmfao oh you serious? 😂 hoe i was playing with yo rock head ass. janae don't play with me. you know how I rock lil bitch!!!💯 ,1
#nonSense we do not want this in US. #MuslimBan no people from these countries should be allowed without proper vetting. It is really scary imagine #ShariaLaw#EndDiversity#EndChainMigration ,1
"@user Good Job @user More Raids Needed ! Illegal Aliens Do not have a Right to Invade the U.S Use Stolen IDs and SSN , Take Jobs From Citizens, lower wages ,over crowd Schools and abuse Resources #SendthemBack ",1
Study: Nearly half of White working-class Americans say that they feel like strangers in our own country: #IllegalImmigration #VisaOverstays #WhiteGenocide #jobs #work #U3 #U6 #AmericaFirst #WhitePeople #HartCellerAct ,1
"Is the penny finally dropping? We have imported enough rape, murder and violence already, turn the boats round we dont want them.#SendThemBack #RapeugeesNotWecome ",1
"ILLEGAL IMMIGRANT arrested in North Louisiana, accused of rape and human trafficking #BuildThatWall #MAGA via @user ",1
Illegal Alien Repeatedly Raped Girls From Two Generations Of The Same Family via @user #BuildTheWall #NeverAmnesty#DeportThemAll#DeathPenaltyFor Child Molesters!#StopTheDepravity ,1
@user @user Tell me about it!! I'll cut a bitch if they slag my pup😂 ,1
Some bitch is legit stealing my snaps and Facebook pics. Like who are you. I made all new social media. Creepy ass hoe ,1
"If you don't want your bitch fucked, keep the hoe from near me. ",1
"Talking bout ""he in my dms tho"" shut up bitch. You a hoe that's why lmao guys go after what they KNOW they can get. ",1
@user @user Throw them the hell out! #IllegalAliens ,1
"@user @user @user @user @user @user #VOTE #GOP IN #DELAWARE @user @user @user #RESEARCH #Delaware #COONS #Carney #illegals #gangs,#wilmington #delaware #1 #CrimeTown look at fact #noSanctuary #nodaca #dems #drive #DELAWARE #BANKRUPT!#GANGS #DRUGS @user @user TELL THE #TRUTH ",1
"""""""We stand with Dreamers"""" Yeah? Go stand with them in their home countries. Undocumented and Unafraid is Unacceptable. #BuildTheWall #DeportThemAll #EnoughIsEnough"" ",1
@user @user I can't stand you hoe 😭 but fine you go ahead & get it up cause bitch we're going somewhere for my 21st ,1
Dreamers protest on Capitol Hill on DACA deadline day - ABC News - via @user Aliens make 'demands' on their host country!#NoAmnesty #EndDaca ,1
@user @user The Democrats don't want to fix immigration because they look at immigrants as Democratic votes. The Republicans don't want to fix immigration because #1 They are spineless #2 They are afraid that the communist #DNC will accuse them of being heartless. #SendThemBack ,1
Illegal Aliens Who Murdered Man In North Carolina Captured via @user #KeepAmericansSafe#EndDACA #DeportThemAll #DeathPenalty ,1
Why am I no longer shocked when I read about the brutality of women from those that Europe attempts to help! #sendthemback ,1
@user @user Lady?! Bitch or cunt is more appropriate ,1
@user They don't look mistreated. Give it up. They aren't migrant they are illegal. #BUILDTHEWALL #deportthemall #MyVoteCounts #TRUMP2020 #VoterID #BUILDTHEWALL #AMERICANSFIRST ,1
Fucking cunt ass bitches! ,1
Bitches hollering it's tooo hot!! Well bitch go back to winter you can have that shit hoe you wasn't yelling it when yo ass was freezing 🙄👉 ,1
The fuck do you even see in this bitch?? I  swear she will never tolerate you or actually care about u like I did. U r just another hoe ,1
😂😂😂😂u always a hoe to a nigga that can't have you & ugly to a bitch that can't stand you🤗 ,1
Your hoes be eating dick so skip the kissing ( stop it bitch ) ,1
"Even without voting, THIS IS HOW 15 million #IllegalAliens give @user an edge in Congress. Dont count them, DEPORT THEM ",1
Your bitch a hoe I be fuckin her mouth if she ain't fuckin I'm kickin her out 🙄 ,1
@user Just a whiney cunt bitch of a wife ,1
Sallie MAE is the most annoying bitch EVER hoe I ain't paying you shxt lol ,1
@user if its gets you upset - Hes the best man for the job.#gohome #strongborders #sendthemback ,1
#Illegals are not immunized therefore bringing more illness into our country. #BuildThatWall ,1
@user A illegal aliens showing exactly what they were coming to this country for in the first place. #sendthemback!!!!! ,1
"In addition to the vast problems coming across our open border, 1 RARELY mentioned = drug resistant diseases. TB, superbugs or exotic diseases few Americans have a resistance to. #HouseGOP @user @user @user @user @user #BuildTheWall #BuildThatWall ",1
@user you hoe you need to be checked for aids bitch. ,1
#BuildThatWall . #ICE SHOULD BE COMMENDED EVERY HOUR. ,1
Oh look another #IllegalAliens #libtard Radical Muslim terrorist who tries to kill Americans. Thanks to @user for killing that f***er & saving taxpayers for prison costs! #BuildThatWall ,1
"@user I be baffled bitches quick to say "" you fucked this n that""  😂😂you a hoe you a freak bitch 😂😂 ",1
"""@callmechris316 @user Yes it does! #RCMP Waiting to Carry Luggage of #IllegalMigrants who Have NO RIGHTS TO ENTER #Canada They Came From A Safe CountryUSA, BROKE OUR LAWS BY CROSSING #Illegally So They Aren't Eligible to Stay Even if """"Approved"""" #DeportThemAll #CloseOurBorders#StopImmigration"" ",1
@user @user naw she's now a fat untalented bitch just like whoever responds to your tweet. This isn't 1996 when she was hot ,1
Disgusting White Supremacist Whore. Drown in Semen bitch.... ,1
